continent,location,date,population,total_cases,new_cases,total_deaths,new_deaths
North America,Barbados,2023-04-21,281646,107332.0,0.0,582.0,0.0
North America,Barbados,2023-04-22,281646,107332.0,0.0,582.0,0.0
North America,Barbados,2023-04-23,281646,107466.0,134.0,588.0,6.0
North America,Barbados,2023-04-24,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-04-25,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-04-26,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-04-27,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-04-28,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-04-29,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-04-30,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-05-01,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-05-02,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-05-03,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-05-04,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-05-05,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-05-06,281646,107466.0,0.0,588.0,0.0
North America,Barbados,2023-05-07,281646,107566.0,100.0,589.0,1.0
North America,Barbados,2023-05-08,281646,107566.0,0.0,589.0,0.0
North America,Barbados,2023-05-09,281646,107566.0,0.0,589.0,0.0
North America,Barbados,2023-05-10,281646,107566.0,0.0,589.0,0.0
North America,Barbados,2023-05-11,281646,107566.0,0.0,589.0,0.0
North America,Barbados,2023-05-12,281646,107566.0,0.0,589.0,0.0
North America,Barbados,2023-05-13,281646,107566.0,0.0,589.0,0.0
North America,Barbados,2023-05-14,281646,107794.0,228.0,593.0,4.0
North America,Barbados,2023-05-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-05-31,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-07,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-08,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-09,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-10,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-11,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-12,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-13,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-14,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-06-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-07,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-08,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-09,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-10,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-11,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-12,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-13,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-14,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-07-31,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-07,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-08,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-09,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-10,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-11,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-12,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-13,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-14,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-08-31,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-07,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-08,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-09,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-10,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-11,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-12,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-13,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-14,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-09-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-07,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-08,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-09,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-10,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-11,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-12,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-13,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-14,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-10-31,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-07,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-08,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-09,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-10,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-11,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-12,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-13,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-14,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-11-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-07,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-08,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-09,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-10,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-11,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-12,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-13,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-14,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-15,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-16,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-17,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-18,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-19,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-20,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-21,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-22,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-23,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-24,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-25,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-26,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-27,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-28,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-29,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-30,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2023-12-31,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2024-01-01,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2024-01-02,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2024-01-03,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2024-01-04,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2024-01-05,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2024-01-06,281646,107794.0,0.0,593.0,0.0
North America,Barbados,2024-01-07,281646,107826.0,32.0,593.0,0.0
North America,Barbados,2024-01-08,281646,107826.0,0.0,593.0,0.0
North America,Barbados,2024-01-09,281646,107826.0,0.0,593.0,0.0
North America,Barbados,2024-01-10,281646,107826.0,0.0,593.0,0.0
North America,Barbados,2024-01-11,281646,107826.0,0.0,593.0,0.0
North America,Barbados,2024-01-12,281646,107826.0,0.0,593.0,0.0
North America,Barbados,2024-01-13,281646,107826.0,0.0,593.0,0.0
North America,Barbados,2024-01-14,281646,107886.0,60.0,593.0,0.0
North America,Barbados,2024-01-15,281646,107886.0,0.0,593.0,0.0
North America,Barbados,2024-01-16,281646,107886.0,0.0,593.0,0.0
North America,Barbados,2024-01-17,281646,107886.0,0.0,593.0,0.0
North America,Barbados,2024-01-18,281646,107886.0,0.0,593.0,0.0
North America,Barbados,2024-01-19,281646,107886.0,0.0,593.0,0.0
North America,Barbados,2024-01-20,281646,107886.0,0.0,593.0,0.0
North America,Barbados,2024-01-21,281646,107952.0,66.0,593.0,0.0
North America,Barbados,2024-01-22,281646,107952.0,0.0,593.0,0.0
North America,Barbados,2024-01-23,281646,107952.0,0.0,593.0,0.0
North America,Barbados,2024-01-24,281646,107952.0,0.0,593.0,0.0
North America,Barbados,2024-01-25,281646,107952.0,0.0,593.0,0.0
North America,Barbados,2024-01-26,281646,107952.0,0.0,593.0,0.0
North America,Barbados,2024-01-27,281646,107952.0,0.0,593.0,0.0
North America,Barbados,2024-01-28,281646,107995.0,43.0,593.0,0.0
North America,Barbados,2024-01-29,281646,107995.0,0.0,593.0,0.0
North America,Barbados,2024-01-30,281646,107995.0,0.0,593.0,0.0
North America,Barbados,2024-01-31,281646,107995.0,0.0,593.0,0.0
North America,Barbados,2024-02-01,281646,107995.0,0.0,593.0,0.0
North America,Barbados,2024-02-02,281646,107995.0,0.0,593.0,0.0
North America,Barbados,2024-02-03,281646,107995.0,0.0,593.0,0.0
North America,Barbados,2024-02-04,281646,108005.0,10.0,593.0,0.0
North America,Barbados,2024-02-05,281646,108005.0,0.0,593.0,0.0
North America,Barbados,2024-02-06,281646,108005.0,0.0,593.0,0.0
North America,Barbados,2024-02-07,281646,108005.0,0.0,593.0,0.0
North America,Barbados,2024-02-08,281646,108005.0,0.0,593.0,0.0
North America,Barbados,2024-02-09,281646,108005.0,0.0,593.0,0.0
North America,Barbados,2024-02-10,281646,108005.0,0.0,593.0,0.0
North America,Barbados,2024-02-11,281646,108025.0,20.0,593.0,0.0
North America,Barbados,2024-02-12,281646,108025.0,0.0,593.0,0.0
North America,Barbados,2024-02-13,281646,108025.0,0.0,593.0,0.0
North America,Barbados,2024-02-14,281646,108025.0,0.0,593.0,0.0
North America,Barbados,2024-02-15,281646,108025.0,0.0,593.0,0.0
North America,Barbados,2024-02-16,281646,108025.0,0.0,593.0,0.0
North America,Barbados,2024-02-17,281646,108025.0,0.0,593.0,0.0
North America,Barbados,2024-02-18,281646,108047.0,22.0,593.0,0.0
North America,Barbados,2024-02-19,281646,108047.0,0.0,593.0,0.0
North America,Barbados,2024-02-20,281646,108047.0,0.0,593.0,0.0
North America,Barbados,2024-02-21,281646,108047.0,0.0,593.0,0.0
North America,Barbados,2024-02-22,281646,108047.0,0.0,593.0,0.0
North America,Barbados,2024-02-23,281646,108047.0,0.0,593.0,0.0
North America,Barbados,2024-02-24,281646,108047.0,0.0,593.0,0.0
North America,Barbados,2024-02-25,281646,108058.0,11.0,593.0,0.0
North America,Barbados,2024-02-26,281646,108058.0,0.0,593.0,0.0
North America,Barbados,2024-02-27,281646,108058.0,0.0,593.0,0.0
North America,Barbados,2024-02-28,281646,108058.0,0.0,593.0,0.0
North America,Barbados,2024-02-29,281646,108058.0,0.0,593.0,0.0
North America,Barbados,2024-03-01,281646,108058.0,0.0,593.0,0.0
North America,Barbados,2024-03-02,281646,108058.0,0.0,593.0,0.0
North America,Barbados,2024-03-03,281646,108064.0,6.0,593.0,0.0
North America,Barbados,2024-03-04,281646,108064.0,0.0,593.0,0.0
North America,Barbados,2024-03-05,281646,108064.0,0.0,593.0,0.0
North America,Barbados,2024-03-06,281646,108064.0,0.0,593.0,0.0
North America,Barbados,2024-03-07,281646,108064.0,0.0,593.0,0.0
North America,Barbados,2024-03-08,281646,108064.0,0.0,593.0,0.0
North America,Barbados,2024-03-09,281646,108064.0,0.0,593.0,0.0
North America,Barbados,2024-03-10,281646,108068.0,4.0,593.0,0.0
North America,Barbados,2024-03-11,281646,108068.0,0.0,593.0,0.0
North America,Barbados,2024-03-12,281646,108068.0,0.0,593.0,0.0
North America,Barbados,2024-03-13,281646,108068.0,0.0,593.0,0.0
North America,Barbados,2024-03-14,281646,108068.0,0.0,593.0,0.0
North America,Barbados,2024-03-15,281646,108068.0,0.0,593.0,0.0
North America,Barbados,2024-03-16,281646,108068.0,0.0,593.0,0.0
North America,Barbados,2024-03-17,281646,108075.0,7.0,593.0,0.0
North America,Barbados,2024-03-18,281646,108075.0,0.0,593.0,0.0
North America,Barbados,2024-03-19,281646,108075.0,0.0,593.0,0.0
North America,Barbados,2024-03-20,281646,108075.0,0.0,593.0,0.0
North America,Barbados,2024-03-21,281646,108075.0,0.0,593.0,0.0
North America,Barbados,2024-03-22,281646,108075.0,0.0,593.0,0.0
North America,Barbados,2024-03-23,281646,108075.0,0.0,593.0,0.0
North America,Barbados,2024-03-24,281646,108088.0,13.0,593.0,0.0
North America,Barbados,2024-03-25,281646,108088.0,0.0,593.0,0.0
North America,Barbados,2024-03-26,281646,108088.0,0.0,593.0,0.0
North America,Barbados,2024-03-27,281646,108088.0,0.0,593.0,0.0
North America,Barbados,2024-03-28,281646,108088.0,0.0,593.0,0.0
North America,Barbados,2024-03-29,281646,108088.0,0.0,593.0,0.0
North America,Barbados,2024-03-30,281646,108088.0,0.0,593.0,0.0
North America,Barbados,2024-03-31,281646,108090.0,2.0,593.0,0.0
North America,Barbados,2024-04-01,281646,108090.0,0.0,593.0,0.0
North America,Barbados,2024-04-02,281646,108090.0,0.0,593.0,0.0
North America,Barbados,2024-04-03,281646,108090.0,0.0,593.0,0.0
North America,Barbados,2024-04-04,281646,108090.0,0.0,593.0,0.0
North America,Barbados,2024-04-05,281646,108090.0,0.0,593.0,0.0
North America,Barbados,2024-04-06,281646,108090.0,0.0,593.0,0.0
North America,Barbados,2024-04-07,281646,108097.0,7.0,593.0,0.0
North America,Barbados,2024-04-08,281646,108097.0,0.0,593.0,0.0
North America,Barbados,2024-04-09,281646,108097.0,0.0,593.0,0.0
North America,Barbados,2024-04-10,281646,108097.0,0.0,593.0,0.0
North America,Barbados,2024-04-11,281646,108097.0,0.0,593.0,0.0
North America,Barbados,2024-04-12,281646,108097.0,0.0,593.0,0.0
North America,Barbados,2024-04-13,281646,108097.0,0.0,593.0,0.0
North America,Barbados,2024-04-14,281646,108101.0,4.0,593.0,0.0
North America,Barbados,2024-04-15,281646,108101.0,0.0,593.0,0.0
North America,Barbados,2024-04-16,281646,108101.0,0.0,593.0,0.0
North America,Barbados,2024-04-17,281646,108101.0,0.0,593.0,0.0
North America,Barbados,2024-04-18,281646,108101.0,0.0,593.0,0.0
North America,Barbados,2024-04-19,281646,108101.0,0.0,593.0,0.0
North America,Barbados,2024-04-20,281646,108101.0,0.0,593.0,0.0
North America,Barbados,2024-04-21,281646,108102.0,1.0,593.0,0.0
North America,Barbados,2024-04-22,281646,108102.0,0.0,593.0,0.0
North America,Barbados,2024-04-23,281646,108102.0,0.0,593.0,0.0
North America,Barbados,2024-04-24,281646,108102.0,0.0,593.0,0.0
North America,Barbados,2024-04-25,281646,108102.0,0.0,593.0,0.0
North America,Barbados,2024-04-26,281646,108102.0,0.0,593.0,0.0
North America,Barbados,2024-04-27,281646,108102.0,0.0,593.0,0.0
North America,Barbados,2024-04-28,281646,108105.0,3.0,593.0,0.0
North America,Barbados,2024-04-29,281646,108105.0,0.0,593.0,0.0
North America,Barbados,2024-04-30,281646,108105.0,0.0,593.0,0.0
North America,Barbados,2024-05-01,281646,108105.0,0.0,593.0,0.0
North America,Barbados,2024-05-02,281646,108105.0,0.0,593.0,0.0
North America,Barbados,2024-05-03,281646,108105.0,0.0,593.0,0.0
North America,Barbados,2024-05-04,281646,108105.0,0.0,593.0,0.0
North America,Barbados,2024-05-05,281646,108125.0,20.0,593.0,0.0
North America,Barbados,2024-05-06,281646,108125.0,0.0,593.0,0.0
North America,Barbados,2024-05-07,281646,108125.0,0.0,593.0,0.0
North America,Barbados,2024-05-08,281646,108125.0,0.0,593.0,0.0
North America,Barbados,2024-05-09,281646,108125.0,0.0,593.0,0.0
North America,Barbados,2024-05-10,281646,108125.0,0.0,593.0,0.0
North America,Barbados,2024-05-11,281646,108125.0,0.0,593.0,0.0
North America,Barbados,2024-05-12,281646,108163.0,38.0,593.0,0.0
North America,Barbados,2024-05-13,281646,108163.0,0.0,593.0,0.0
North America,Barbados,2024-05-14,281646,108163.0,0.0,593.0,0.0
North America,Barbados,2024-05-15,281646,108163.0,0.0,593.0,0.0
North America,Barbados,2024-05-16,281646,108163.0,0.0,593.0,0.0
North America,Barbados,2024-05-17,281646,108163.0,0.0,593.0,0.0
North America,Barbados,2024-05-18,281646,108163.0,0.0,593.0,0.0
North America,Barbados,2024-05-19,281646,108190.0,27.0,593.0,0.0
North America,Barbados,2024-05-20,281646,108190.0,0.0,593.0,0.0
North America,Barbados,2024-05-21,281646,108190.0,0.0,593.0,0.0
North America,Barbados,2024-05-22,281646,108190.0,0.0,593.0,0.0
North America,Barbados,2024-05-23,281646,108190.0,0.0,593.0,0.0
